x,y,r,type
1.4396276782014614,1.4621491925818584,0.7239089739983834,random
-0.11452117592636198,-0.0733633783909217,-1.1792630708978622,random
0.49747526404107106,0.5184487583381706,-1.1204377531465237,random
-0.04204791329863965,-0.01738114924087243,-1.1792630708978622,random
-1.4029347337525366,-1.3609546488420552,0.17717955019182569,random
-1.1452520221873017,-1.1130333483204085,-0.3903117504681458,random
-0.8070434632579309,-0.7691425121129627,-1.1792630708978622,random
-0.033995328562226056,-0.01738114924087243,1.298320900276159,random
0.39279166246769437,0.3904893774237723,0.287909560076698,random
0.6021588656144478,0.6064208327168195,-1.1792630708978622,random
-0.24336253170897945,-0.21731768191961984,1.3813684076898136,random
0.006267595119841905,0.030603618602026948,0.21178267828084832,random
-0.033995328562226056,-0.009383687933722535,1.4367334126322497,random
0.39279166246769437,0.3984868387309222,-1.006247430452749,random
-1.2177252848150242,-1.217000345313357,0.274068308841089,random
-0.24336253170897945,-0.20132275930532006,-0.7744064722562972,random
0.3364235693127992,0.3664969935023226,-0.9508824255103127,random
0.2317399677394225,0.24653507389507415,1.1737496391556779,random
1.8180991608129002,1.806040028789304,1.9177168930696649,random
1.0208932719079546,1.0142913593814642,-0.902438046185681,random
2.091887041850962,2.109943558461,1.2775590234227459,random
-1.2338304542878513,-1.224997806620507,1.1910512032001892,random
0.2639503066850769,0.3025173030451234,-0.7640255338295905,random
-0.9680951579862027,-0.9850739674060099,0.37787769310815694,random
-0.42857198064649205,-0.39326183067691756,-1.1446599428088395,random
0.537738187723139,0.5504386035667702,-1.0754536866307942,random
-1.8860898179373522,-1.9207769403425479,-0.535644888442041,random
0.6182640350872749,0.6224157553311193,-1.172342445280058,random
0.320318399839972,0.3425046095808729,-0.8401524156254402,random
-0.05010049803505324,-0.033376071855172225,-1.1792630708978622,random
0.3847390777312808,0.4064843000380721,-0.888596794950072,random
-0.033995328562226056,-0.05736845577662192,-1.1792630708978622,random
0.3364235693127992,0.3584995321951727,-0.5910098933844772,random
0.8839993313889235,0.9023269010813657,-1.1792630708978622,random
-1.1130416832416474,-1.065048580477509,1.6166696786951675,random
-0.30778320960028815,-0.2653024497625192,-0.02005827991560351,random
1.1416820429541585,1.1582456629101623,0.04222735064463715,random
0.32837098457638564,0.22254268997362447,-1.1792630708978622,random
0.4572123403590031,0.49445637441672097,-1.1792630708978622,random
0.4894226793046575,0.5264462196453206,-1.0200886816883579,random
0.5780011114052069,0.5824284487953698,1.5959078018417543,random
1.4718380171471157,1.494139037810458,-1.1792630708978622,random
-0.29167804012746096,-0.2732999110696691,-0.14116922822718278,random
1.2624708140003624,1.262212659903111,0.5232108310820521,random
-0.15478409960842995,-0.281297372376819,-1.1792630708978622,random
1.2544182292639487,1.2302228146745113,-1.1446599428088395,random
-0.05815308277146683,-0.01738114924087243,-1.1100568147198169,random
0.030425349329082682,0.04659854121632674,0.862321486354474,random
-0.15478409960842995,-0.11335068492667119,-1.1792630708978622,random
-0.017890159089398873,0.014608695987727155,0.8069564814120377,random
-0.2997306248638746,-0.2892948336839689,1.2014321416268958,random
-0.41246681117366485,-0.37726690806261776,-1.1515805684266442,random
-1.3465666405976415,-1.368952110149205,1.9004153290251535,random
1.3913121697829798,1.4141644247389589,-0.9924061792171399,random
-1.4995657505895,-1.4649216458350038,1.1114640085954373,random
0.23979255247583608,0.22254268997362447,-0.417994252939364,random
0.43305458614976233,0.44647160657382157,-0.902438046185681,random
-0.7909382937851037,-0.7931348960344125,-0.5564067652954545,random
1.4154699239922206,1.4301593473532588,-0.22421673564083708,random
0.2236873830030089,0.1745579221307251,-1.0408505585417716,random
-1.378776979543296,-1.3449597262277555,-0.7086605288871541,random
0.8598415771796827,0.8623395945456163,-1.1792630708978622,random
-0.033995328562226056,-0.16933291407672046,-1.1792630708978622,random
2.631410219190673,2.6377760047328933,1.215273392862505,random
-0.017890159089398873,-0.02537861054802233,0.834638983883256,random
0.17537187458452735,0.11857569298067581,-1.1792630708978622,random
0.4894226793046575,0.5184487583381706,-1.1100568147198169,random
-0.44467715011931924,-0.43324913721266706,0.24638580636987098,random
-1.6686700300541852,-1.616873410670852,-0.07196297204913749,random
-0.42857198064649205,-0.44124659851981696,-1.0373902457328692,random
-1.040568420613925,-1.1610181161633077,1.751621878242356,random
0.2236873830030089,0.24653507389507415,-0.9924061792171399,random
-1.338514055861228,-1.3049724196920058,0.05952891468914848,random
0.1190037814296322,0.1505655382092754,-0.32802611990790503,random
0.6907372977149973,0.6544056005597189,-1.1792630708978622,random
-0.35609871801876974,-0.3372796015268683,0.3605761290636456,random
0.5296856029867254,0.5344436809524704,-1.1446599428088395,random
1.3832595850465663,1.406166963431809,1.0699402548886099,random
0.2720028914214905,0.262529996509374,-0.4249148785571685,random
0.2720028914214905,0.2785249191236737,-1.1792630708978622,random
0.2720028914214905,0.3105147643522733,-0.417994252939364,random
-0.033995328562226056,-0.01738114924087243,0.758512102087406,random
1.2946811529460167,1.3101974277460102,1.2775590234227459,random
-0.21920477749973868,-0.19332529799817016,-0.7363430313583723,random
0.09484602722039143,0.11857569298067581,1.0699402548886099,random
0.46526492509541667,0.48645891310957107,-1.1585011940444485,random
-1.1935675306057834,-1.1770130387776077,1.6858759348732129,random
-0.46883490432856,-0.43324913721266706,-0.08580422328474649,random
0.39279166246769437,0.3824919161166224,0.23946518075206635,random
-0.16283668434484352,-0.2573049884553693,-1.1792630708978622,random
1.4557328476742886,1.4861415765033081,-1.0754536866307942,random
-1.3465666405976415,-1.368952110149205,1.9004153290251535,random
-1.869984648464525,-1.8248074046567493,-0.8124699131542221,random
-1.733090707945494,-1.7528302528924002,0.21178267828084832,random
1.4879431866199428,1.5021364991176078,-0.43183550417497296,random
-0.2836254553910474,-0.2653024497625192,-0.4249148785571685,random
1.2222078903182945,1.254215198595961,0.7239089739983834,random
-1.1371994374508883,-1.0890409643989587,-0.6948192776515452,random
1.5201535255655974,1.5421238056533573,1.5820665506061449,random
-0.4849400738013872,-0.44924405982696686,0.6270202153491201,random
-1.8055639705732163,-1.7768226368138498,-0.3072642430544915,random
0.39279166246769437,0.4064843000380721,-1.006247430452749,random
-0.24336253170897945,-0.2573049884553693,-0.27266111496546885,random
-0.35609871801876974,-0.3212846789125685,-0.2865023662010779,random
1.407417339255807,1.4381568086604086,-1.1792630708978622,random
-1.515670920062327,-1.4649216458350038,-0.314184868672296,random
0.36058132352204,0.3984868387309222,-1.1792630708978622,random
-1.6445122758449444,-1.600878488056552,0.12873517086719377,random
0.8115260687612011,0.7903624427812671,-1.1585011940444485,random
1.0853139497992632,1.110260895067263,0.9107658656791057,random
0.39279166246769437,0.3824919161166224,0.23946518075206635,random
-0.0984160064535348,-0.06536591708377182,0.7896549173675264,random
-1.4109873184889503,-1.3769495714563549,0.7481311636606993,random
0.15121412037528656,0.19055284474502487,-0.34878799676131866,random
0.4572123403590031,0.49445637441672097,-1.1792630708978622,random
-0.3319409638095289,-0.2892948336839689,0.10105266839597575,random
0.4411071708861759,0.43847414526667167,-0.6636764623714249,random
-1.555933843744395,-1.600878488056552,1.5440031097082203,random
0.17537187458452735,0.20654776735932467,0.04222735064463715,random
1.463785432410702,1.4461542699675585,0.3294333137835253,random
1.6973103897666963,1.638093341339156,-0.9301205486568992,random
0.09484602722039143,0.11857569298067581,0.6616233434381428,random
-1.3707243948068824,-1.3529571875349053,1.3294637155562798,random
-1.3626718100704687,-1.312969880999156,-0.5910098933844772,random
-0.033995328562226056,-0.041373533162322125,0.8554008607366693,random
-0.17088926908125712,-0.129345607540971,-1.0754536866307942,random
0.32837098457638564,0.334507148273723,-1.1792630708978622,random
0.4250020014133487,0.43847414526667167,-0.968183989554824,random
-1.4834605811166726,-1.4489267232207041,-0.1480898538449873,random
-1.4351450726981911,-1.3929444940706548,-0.5737083293399659,random
1.0611561955900226,0.9343167463099653,-0.9370411742747037,random
1.4879431866199428,1.5181314217319075,0.8277183582654514,random
-1.9988260042471426,-2.096721089099846,1.3467652796007912,random
1.4154699239922206,1.4381568086604086,-0.20345485878742356,random
0.030425349329082682,0.05459600252347664,1.2325749569070164,random
1.4798906018835294,1.5021364991176078,-1.1792630708978622,random
0.5216330182503118,0.5344436809524704,-1.1411996299999372,random
0.03847793406549627,0.05459600252347664,-1.0166283688794557,random
-0.23530994697256585,-0.20132275930532006,-0.9093586718034855,random
-1.8055639705732163,-1.7528302528924002,-0.6948192776515452,random
0.34447615404921283,0.3664969935023226,0.6200995897313155,random
-2.047141512665624,-2.0487363212569463,-0.5425655140598455,random
-0.2997306248638746,-0.2573049884553693,1.4851777919568816,random
0.2236873830030089,0.24653507389507415,-1.0685330610129897,random
