x,y,type
1,8386,random
2,4940,random
3,4226,random
4,3652,random
5,3266,random
6,2994,random
7,2780,random
8,2575,random
9,2435,random
10,2274,random
11,2139,random
12,2062,random
1,8357,stratified
2,4988,stratified
3,4273,stratified
4,3761,stratified
5,3363,stratified
6,3081,stratified
7,2853,stratified
8,2678,stratified
9,2526,stratified
10,2394,stratified
11,2271,stratified
12,2188,stratified
